id_producto,marca_producto,nombre_producto,sku,precio,costo,peso,sin_aditivos,bajo_en_calorías
1437, El Conocimiento, Helado de chocolate,151676697074-6,1.99,0.83,11.9,,1
1438, El Conocimiento, Galletas integrales,99449185550-8,1.57,0.76,8.7,,
1439, El Conocimiento, Mantequilla de almendras,208326279698-8,1.72,0.85,10.5,,
1440, El Conocimiento, Leche de almendras,85345630586-3,3.22,1.25,11.2,,
1441, El Conocimiento, Sopa de tomate,191344083607-4,1.5,0.72,15.3,1,
1442, El Conocimiento, Galletas de chocolate,204610296904-9,1.88,0.82,18.1,,
1443, El Conocimiento, Huevos orgánicos,171981115876-3,2.49,0.98,7.3,1,1
1444, El Conocimiento, Salmón ahumado,114494191585-9,2.02,0.71,11.8,1,1
1445, El Conocimiento, Refresco de cola,163136973677-3,0.85,0.31,9.1,,
1446, El Conocimiento, Cereal de maíz,186922012506-8,1.44,0.45,7.4,,
1447, El Conocimiento, Mantequilla de almendras,164811657009-6,3.39,1.34,17.3,,1
1448, El Conocimiento, Maíz dulce enlatado,172818457542-7,4.51,1.83,7.1,,1
1449, El Conocimiento, Cebollas blancas,79954964458-4,1,0.35,18.4,1,1
1450, El Conocimiento, Leche entera,143434533773-6,3.17,1.47,18.3,1,
1451, El Conocimiento, Cereal de arroz,186817903100-5,1.86,0.71,18,1,1
1452, El Conocimiento, Carne molida,53318428455-3,3.31,1.57,9.1,,
1453, El Conocimiento, Salsa picante,177973760901-5,3.56,1.69,18.5,1,1
1454, El Conocimiento, Refresco de cola,125746249377-2,3.88,1.3,18.3,1,1
1455, El Conocimiento, Leche entera,27623343526-8,2.9,1.26,17.6,1,
1456, El Conocimiento, Pan integral,111642694411-7,2.1,0.83,10.2,1,
1457, El Conocimiento, Lentejas secas,94791751682-4,3.83,1.7,22.4,,1
1458, El Conocimiento, Refresco de naranja,178702526748-4,3.32,1.51,22.7,1,1
1459, El Conocimiento, Salsa de barbacoa,146073345720-7,1.64,0.68,20.1,1,
1460, El Conocimiento, Piña en almíbar,33611522137-4,2.44,0.77,11.7,1,
1461, El Conocimiento, Queso parmesano,137229203521-8,2.93,1.34,15.8,1,1
1462, El Conocimiento, Tofu orgánico,161014242350-1,0.84,0.26,17,,
1463, El Conocimiento, Berenjenas,138903886853-5,2.27,0.85,13,1,
1464, El Entendimiento, Pepinos frescos,146910687386-5,3.39,1.4,22.5,1,
1465, El Entendimiento, Tostadas de trigo,54047194301-4,3.2,1.45,8.3,,1
1466, La Reflexión, Vinagre de manzana,143325957954-8,2.06,0.69,12.3,1,
1467, La Reflexión, Aceite de oliva,186709327279-8,4.44,1.89,16.9,1,1
1468, La Reflexión, Canela en polvo,179435759006-6,1.44,0.62,12.8,1,1
1469, La Reflexión, Fresas frescas,152065990745-1,2.44,0.82,20.3,,
1470, La Reflexión, Carne de res,99838479219-5,2.76,1.04,22.9,1,
1471, La Reflexión, Plátanos maduros,208715573370-6,1.78,0.86,18.9,,
1472, La Reflexión, Atún en lata,85734924255-1,2.52,1.02,8.7,1,
1473, La Reflexión, Fresas frescas,68883981526-6,2.7,1.34,7,,1
1474, La Reflexión, Mermelada de frambuesa,82150194823-6,2.46,0.8,16.8,1,
1475, La Reflexión, Palomitas de maíz,201546114503-3,4.08,1.57,17,,
1476, La Reflexión, Espárragos frescos,215310197293-4,2.59,1,9.2,,1
1477, La Reflexión, Mermelada de frambuesa,56952979385-9,3.09,1.17,17.1,1,1
1478, La Reflexión, Mantequilla de coco,135712917506-3,3.05,1.2,9.8,,1
1479, La Reflexión, Tomates maduros,113602562010-3,1.67,0.69,19.2,1,1
1480, La Reflexión, Salsa de tomate,121609362542-4,1.65,0.55,22.3,,1
1481, La Reflexión, Cebollas blancas,28745869458-4,2.21,0.92,11,1,1
1482, La Reflexión, Papas fritas,118024633108-8,0.69,0.26,20.9,1,
1483, La Reflexión, Pan integral,161408002435-1,2.44,1.11,11.6,1,1
1484, La Reflexión, Espinacas congeladas,179933628499-1,0.76,0.34,11.8,1,
1485, La Reflexión, Carne de res,126764665901-5,1.72,0.61,9.2,1,
1486, La Reflexión, Galletas integrales,74537154375-6,2.04,0.98,20,1,
1487, La Reflexión, Vinagre balsámico,183414248526-7,1.09,0.48,14.5,1,
1488, La Reflexión, Refresco de cola,60433599412-7,2.68,1.06,12.8,,1
1489, La Reflexión, Café colombiano,43582656680-3,1.98,0.88,14,1,
1490, La Reflexión, Carne de res,56848869979-2,1.6,0.75,9.6,,1
1491, La Reflexión, Miel pura,176244789659-5,2.96,1.2,18,,1
1492, La Reflexión, Caldo de pollo,118757865368-1,1.74,0.7,13,1,1
1493, La Reflexión, Limones frescos,167400647460-2,4.54,1.79,7.1,,1
1494, La Reflexión, Tostadas de trigo,109805147348-2,1.92,0.93,19.3,,1
1495, La Reflexión, Vinagre de manzana,87694791853-3,3.99,1.34,16.1,1,1
1496, La Reflexión, Plátanos maduros,95701592384-8,2.83,1.12,21.1,,
1497, La Reflexión, Carne molida,154863200007-4,3.77,1.42,12.7,,
1498, La Reflexión, Vinagre balsámico,92116862952-7,2.63,0.86,8.7,,
1499, La Reflexión, Plátanos maduros,135500232279-4,1.59,0.6,7.5,,
1500, La Reflexión, Pepinos frescos,154025858341-8,2.76,1.06,10.3,1,1
1501, La Reflexión, Atún en lata,126656090080-1,2.89,1.11,10.5,1,
1502, La Inspiración, Avena instantánea,48629384219-9,3.22,1.09,7.5,1,1
1503, La Inspiración, Mermelada de frambuesa,102531579075-2,3.37,1.17,23,1,
1504, La Inspiración, Salchichas,34525829255-1,1.82,0.72,22.9,1,
1505, La Inspiración, Caldo de pollo,224674886523-3,3.15,1.31,15.4,,
1506, La Inspiración, Yogur griego,30941099821-4,3.93,1.9,13.9,,
1507, La Inspiración, Mantequilla,150337019503-1,2.11,1,19.8,1,
1508, La Inspiración, Refresco de cola,92850095212-5,4.06,1.53,11.4,1,
1509, La Inspiración, Nueces mixtas,141492877304-4,3.41,1.42,20.3,1,
1510, El Propósito, Atún en lata,220252815425-1,1.1,0.51,18.6,1,1
1511, El Propósito, Miel pura,113991855681-4,1.37,0.5,12.1,1,1
1512, El Propósito, Vinagre de manzana,121998656212-3,0.62,0.27,14.4,1,
1513, El Propósito, Jugo de manzana,181160263835-3,2.18,0.71,14.2,1,
1514, El Propósito, Lentejas secas,118413926779-2,0.66,0.26,18.3,,
1515, La Misión, Ketchup,161797296106-9,1.26,0.59,12.4,1,
1516, La Misión, Yogur griego,180322922168-7,3.85,1.87,10.5,,
1517, La Misión, Café colombiano,152953153907-3,0.66,0.23,12.8,1,
1518, La Misión, Cereal de maíz,100725642381-9,4.03,1.87,10.9,1,
1519, La Misión, Chocolate negro,154627837240-8,0.93,0.33,18.2,1,
1520, La Misión, Zanahorias frescas,212847993791-3,2.65,0.82,7.7,,
1521, La Misión, Refresco de toronja,43971950351-7,0.8,0.29,17.3,1,
1522, La Misión, Jugo de manzana,57238163648-2,1.31,0.55,13.4,,
1523, La Visión, Sopa de pollo,176634083331-5,1.79,0.57,23,1,1
1524, La Visión, Jugo de naranja natural,119147159040-5,1.44,0.62,10.8,1,1
1525, La Visión, Galletas integrales,167789941131-2,4.5,2.09,16.3,1,1
1526, La Visión, Pechuga de pavo,39549879253-8,1.89,0.92,16.1,,1
1527, La Visión, Té verde,224439523756-8,3.96,1.8,15.4,,
1528, La Visión, Carne molida,177471424997-8,2.8,1.02,7.6,1,
1529, La Visión, Helado de pistacho,155858938991-9,3.75,1.81,14.6,1,
1530, La Visión, Ketchup,93112601936-4,1.45,0.58,14.9,,
1531, La Visión, Pimientos amarillos,81521071968-5,0.58,0.27,12.3,1,
1532, El Sueño, Lechuga iceberg,155021597325-3,1.59,0.68,9.1,,
1533, El Sueño, Piña en almíbar,72676929771-2,2.86,1.17,8,1,1
1534, El Sueño, Aceite de oliva,75424317537-5,3.18,1.13,9.2,,1
1535, El Sueño, Pollo fresco,129326512396-3,3.35,1.29,10.8,1,
1536, El Sueño, Mantequilla,213345863282-6,1.52,0.54,6.8,,1
1537, El Sueño, Espinacas congeladas,44469819842-7,3.13,1.2,17.5,1,
1538, El Sueño, Pasas de uva,31330393492-7,3.9,1.38,10.9,,
1539, El Sueño, Espaguetis de trigo integral,150726313172-7,4.1,1.82,11.9,1,
1540, El Sueño, Yogur griego,93239388881-7,4.03,1.52,22.5,1,
1541, El Sueño, Mantequilla de maní,141882170975-7,3.38,1.61,22.3,1,1
1542, El Sueño, Vinagre balsámico,220642109094-1,1.09,0.46,8.6,1,1
1543, El Sueño, Manzanas rojas,198531753597-1,2.84,1.18,21.4,1,1
1544, El Sueño, Pan blanco,151563654838-8,1.67,0.65,17.9,1,1
1545, El Sueño, Yogur natural,58700161753-6,2.62,1.27,10,,
1546, El Sueño, Pan blanco,202953824698-7,0.7,0.32,11.9,,1
1547, El Sueño, Té verde,110588201104-2,2.73,1.23,16.9,1,
1548, El Sueño, Mermelada de fresa,184088726461-1,0.77,0.25,22.1,1,
1549, El Sueño, Café colombiano,101744058905-8,1.74,0.84,18.8,,
1550, El Sueño, Maíz dulce enlatado,104491446673-3,2.07,0.94,8.1,,1
1551, El Sueño, Zanahorias frescas,158393641530-9,1.33,0.46,16.1,,
1552, El Sueño, Almendras naturales,35412992418-7,3.09,1.47,22.5,1,
1553, El Sueño, Sopa de tomate,73536948978-7,2.13,0.98,14.2,1,
1554, El Sueño, Mantequilla,86803162275-6,2.91,0.89,22.1,1,1
1555, El Sueño, Atún en lata,206199081957-1,3.38,1.06,22.8,1,1
1556, El Sueño, Galletas de avena,67938064038-4,3.04,1.29,7.3,1,1
1557, El Sueño, Aceitunas verdes,116580846129-8,1.37,0.54,16.2,1,
1558, El Sueño, Galletas integrales,195340784250-7,2.47,0.93,12.1,,1
1559, El Sueño, Nueces mixtas,173230428754-7,1.86,0.7,22.1,,
1560, El Sueño, Pimientos naranjas,126262329995-9,1.83,0.84,13.1,,1
